,player,nationality,position,squad,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,minutes_90s,shots_total,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_og_for,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,pass_targets,passes_received,passes_received_pct,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
502,Kévin Soni,cm CMR,FW,Espanyol,21,1998,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,12.0,5.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,8.0,4.0,8.0,4.0,50.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
503,David Soria,es ESP,GK,Getafe,26,1993,38.0,38.0,3420.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503.0,1130.0,44.5,26353.0,21648.0,0.0,0.0,0.0,58.0,59.0,98.3,445.0,1071.0,41.5,0.0,0.0,63.0,1.0,0.0,2.0,638.0,492.0,232.0,1.0,42.0,39.0,0.0,0.0,0.0,0.0,0.0,115.0,31.0,984.0,25.0,843.0,1.0,1.0,42.0,10.0,45.0,5.0,3.0,5.0,0.13,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,1.0,33.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,1218.0,884.0,1197.0,27.0,0.0,0.0,729.0,0.0,0.0,0.0,0.0,0.0,474.0,3521.0,2552.0,303.0,301.0,99.3,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,252.0,0.0,0.0,0.0
504,Bruno Soriano,es ESP,MF,Villarreal,35,1984,7.0,1.0,263.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.04,0.0,0.04,0.04,0.04,2.9,1.0,1.0,0.0,100.0,0.34,0.34,0.0,0.0,0.12,-0.1,-0.1,252.0,267.0,94.4,4573.0,1116.0,4.0,4.0,100.0,198.0,211.0,93.8,50.0,52.0,96.2,0.0,0.0,8.0,1.0,0.0,14.0,261.0,6.0,6.0,0.0,21.0,4.0,0.0,0.0,0.0,0.0,0.0,229.0,31.0,7.0,241.0,19.0,5.0,0.0,0.0,0.0,1.0,6.0,1.0,2.0,0.68,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,3.0,1.0,2.0,2.0,100.0,0.0,40.0,10.0,25.0,20.0,17.0,3.0,7.0,0.0,0.0,7.0,1.0,6.0,0.0,285.0,10.0,71.0,196.0,30.0,1.0,279.0,2.0,2.0,100.0,2.0,0.0,206.0,847.0,325.0,244.0,238.0,97.5,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,3.0,40.0
505,Juan Soriano,es ESP,GK,Leganés,21,1997,11.0,11.0,990.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.03,0.0,0.03,0.03,0.03,11.0,1.0,1.0,0.0,100.0,0.09,0.09,0.0,0.0,0.33,-0.3,-0.3,168.0,297.0,56.6,5903.0,4092.0,0.0,0.0,0.0,66.0,67.0,98.5,102.0,230.0,44.3,0.0,0.0,2.0,0.0,0.0,1.0,185.0,112.0,36.0,0.0,16.0,5.0,0.0,1.0,0.0,0.0,0.0,99.0,23.0,175.0,189.0,41.0,0.0,0.0,59.0,1.0,11.0,3.0,1.0,1.0,0.09,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,317.0,280.0,315.0,1.0,2.0,1.0,205.0,0.0,0.0,0.0,0.0,0.0,160.0,826.0,442.0,110.0,110.0,100.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,54.0,0.0,0.0,0.0
506,Damián Suárez,uy URU,DF,Getafe,31,1988,30.0,30.0,2592.0,1.0,4.0,0.0,0.0,15.0,0.0,0.03,0.14,0.17,0.03,0.17,0.8,0.8,2.3,0.03,0.08,0.11,0.03,0.11,28.8,20.0,5.0,6.0,25.0,0.69,0.17,0.05,0.2,0.04,0.2,0.2,992.0,1515.0,65.5,19862.0,11322.0,16.0,59.0,27.1,745.0,946.0,78.8,231.0,510.0,45.3,1.7,32.0,134.0,42.0,18.0,335.0,993.0,522.0,99.0,0.0,159.0,86.0,151.0,72.0,14.0,27.0,7.0,535.0,365.0,615.0,74.0,955.0,106.0,351.0,1.0,13.0,47.0,38.0,56.0,75.0,2.6,41.0,22.0,5.0,2.0,5.0,9.0,0.31,7.0,0.0,1.0,1.0,0.0,0.0,69.0,49.0,33.0,28.0,8.0,36.0,78.0,46.2,42.0,493.0,154.0,31.2,203.0,221.0,69.0,45.0,1.0,0.0,44.0,27.0,82.0,0.0,1775.0,44.0,367.0,901.0,572.0,17.0,1268.0,23.0,35.0,65.7,24.0,2.0,717.0,3577.0,1999.0,807.0,717.0,88.8,21.0,15.0,0.0,55.0,48.0,0.0,0.0,0.0,0.0,323.0,36.0,50.0,41.9
507,Denis Suárez,es ESP,"MF,FW",Celta Vigo,25,1994,26.0,20.0,1630.0,1.0,5.0,0.0,1.0,2.0,0.0,0.06,0.28,0.33,0.06,0.33,2.3,1.5,4.6,0.13,0.25,0.38,0.09,0.34,18.1,19.0,9.0,1.0,47.4,1.05,0.5,0.05,0.11,0.08,-1.3,-0.5,664.0,876.0,75.8,11383.0,3793.0,13.0,52.0,25.0,529.0,616.0,85.9,122.0,208.0,58.7,0.4,43.0,64.0,35.0,10.0,113.0,777.0,99.0,28.0,6.0,168.0,40.0,95.0,58.0,17.0,25.0,10.0,602.0,127.0,147.0,128.0,715.0,14.0,13.0,4.0,4.0,10.0,11.0,44.0,56.0,3.09,37.0,14.0,3.0,1.0,1.0,5.0,0.28,5.0,0.0,0.0,0.0,0.0,0.0,25.0,16.0,14.0,10.0,1.0,9.0,35.0,25.7,26.0,314.0,77.0,24.5,107.0,155.0,52.0,19.0,0.0,0.0,19.0,15.0,7.0,0.0,1104.0,22.0,152.0,611.0,455.0,51.0,1014.0,56.0,101.0,55.4,60.0,4.0,883.0,7117.0,4470.0,954.0,822.0,86.2,27.0,48.0,0.0,21.0,32.0,0.0,1.0,0.0,0.0,111.0,3.0,16.0,15.8
508,Luis Suárez,uy URU,FW,Barcelona,32,1987,28.0,22.0,1998.0,16.0,8.0,1.0,1.0,4.0,0.0,0.72,0.36,1.08,0.68,1.04,13.9,13.2,3.7,0.63,0.16,0.79,0.6,0.76,22.2,78.0,42.0,1.0,53.8,3.51,1.89,0.19,0.36,0.17,2.1,1.8,529.0,697.0,75.9,8520.0,1146.0,18.0,63.0,28.6,436.0,529.0,82.4,75.0,105.0,71.4,4.3,30.0,19.0,19.0,2.0,37.0,656.0,41.0,0.0,4.0,139.0,20.0,9.0,0.0,0.0,0.0,0.0,422.0,166.0,109.0,142.0,492.0,22.0,6.0,32.0,2.0,12.0,17.0,33.0,73.0,3.29,51.0,0.0,13.0,6.0,3.0,17.0,0.77,13.0,0.0,2.0,1.0,1.0,0.0,3.0,2.0,0.0,2.0,1.0,0.0,8.0,0.0,8.0,191.0,48.0,25.1,9.0,88.0,94.0,13.0,1.0,0.0,12.0,1.0,6.0,0.0,930.0,16.0,38.0,377.0,555.0,150.0,887.0,25.0,52.0,48.1,26.0,3.0,572.0,2529.0,1529.0,1146.0,777.0,67.8,38.0,30.0,0.0,15.0,25.0,17.0,0.0,0.0,0.0,66.0,5.0,7.0,41.7
509,Ki Sung-yueng,kr KOR,MF,Mallorca,30,1989,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,26.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,25.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,11.0,0.0,2.0,1.0,50.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
510,Suso,es ESP,"FW,MF",Sevilla,25,1993,17.0,8.0,785.0,1.0,1.0,0.0,0.0,0.0,0.0,0.11,0.11,0.23,0.11,0.23,0.9,0.9,1.3,0.11,0.15,0.25,0.11,0.25,8.7,14.0,7.0,2.0,50.0,1.61,0.8,0.07,0.14,0.07,0.1,0.1,293.0,391.0,74.9,5241.0,1509.0,5.0,23.0,21.7,234.0,278.0,84.2,54.0,90.0,60.0,-0.3,15.0,23.0,23.0,6.0,51.0,371.0,20.0,7.0,9.0,63.0,15.0,39.0,7.0,4.0,0.0,0.0,255.0,61.0,75.0,337.0,33.0,9.0,6.0,3.0,2.0,13.0,8.0,16.0,34.0,3.9,21.0,4.0,6.0,1.0,2.0,4.0,0.46,2.0,1.0,1.0,0.0,0.0,0.0,7.0,2.0,4.0,2.0,1.0,5.0,15.0,33.3,10.0,82.0,26.0,31.7,26.0,47.0,9.0,4.0,0.0,0.0,4.0,2.0,1.0,0.0,467.0,3.0,45.0,213.0,239.0,17.0,446.0,20.0,31.0,64.5,21.0,2.0,372.0,2168.0,1134.0,459.0,380.0,82.8,10.0,20.0,0.0,5.0,8.0,3.0,0.0,0.0,0.0,50.0,3.0,5.0,37.5
511,Tachi,es ESP,DF,Alavés,21,1997,6.0,2.0,238.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,59.0,72.9,1022.0,402.0,2.0,2.0,100.0,25.0,33.0,75.8,16.0,24.0,66.7,0.0,0.0,1.0,0.0,0.0,5.0,46.0,13.0,3.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,28.0,10.0,21.0,4.0,42.0,2.0,10.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,4.0,25.0,3.0,24.0,6.0,25.0,17.0,6.0,1.0,9.0,4.0,0.0,5.0,4.0,16.0,0.0,93.0,21.0,64.0,28.0,3.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,30.0,106.0,54.0,40.0,36.0,90.0,1.0,1.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,13.0,2.0,7.0,22.2
512,Rodrigo Tarín,es ESP,DF,Leganés,23,1996,14.0,12.0,951.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.02,0.0,0.02,0.02,0.02,10.6,2.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.11,-0.2,-0.2,191.0,239.0,79.9,4038.0,1455.0,4.0,4.0,100.0,138.0,160.0,86.3,49.0,75.0,65.3,0.0,1.0,9.0,1.0,0.0,10.0,226.0,13.0,9.0,0.0,31.0,10.0,0.0,0.0,0.0,0.0,0.0,145.0,24.0,70.0,47.0,153.0,24.0,4.0,0.0,0.0,7.0,1.0,0.0,2.0,0.19,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,8.0,2.0,1.0,8.0,15.0,53.3,7.0,72.0,25.0,34.7,52.0,15.0,5.0,10.0,2.0,0.0,8.0,8.0,87.0,0.0,353.0,65.0,223.0,132.0,12.0,5.0,341.0,0.0,0.0,0.0,0.0,0.0,142.0,807.0,409.0,162.0,156.0,96.3,0.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,0.0,70.0,18.0,10.0,64.3
513,Álvaro Tejero,es ESP,DF,Eibar,23,1996,18.0,16.0,1447.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.9,0.01,0.06,0.06,0.01,0.06,16.1,7.0,1.0,0.0,14.3,0.44,0.06,0.0,0.0,0.02,-0.1,-0.1,563.0,767.0,73.4,11219.0,5181.0,12.0,30.0,40.0,418.0,486.0,86.0,133.0,251.0,53.0,-0.9,13.0,56.0,29.0,15.0,150.0,575.0,192.0,17.0,1.0,109.0,31.0,73.0,0.0,0.0,0.0,0.0,309.0,167.0,291.0,70.0,464.0,41.0,175.0,1.0,1.0,17.0,9.0,24.0,25.0,1.55,20.0,2.0,1.0,0.0,2.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,30.0,12.0,17.0,10.0,3.0,15.0,27.0,55.6,12.0,191.0,51.0,26.7,85.0,86.0,20.0,33.0,1.0,0.0,32.0,29.0,63.0,0.0,940.0,47.0,247.0,491.0,249.0,8.0,751.0,5.0,9.0,55.6,5.0,1.0,466.0,2455.0,1167.0,491.0,434.0,88.4,10.0,5.0,0.0,23.0,18.0,1.0,0.0,0.0,0.0,160.0,19.0,25.0,43.2
514,Cristian Tello,es ESP,"MF,FW",Betis,27,1991,27.0,5.0,787.0,2.0,0.0,0.0,0.0,1.0,0.0,0.23,0.0,0.23,0.23,0.23,1.6,1.6,0.3,0.19,0.03,0.22,0.19,0.22,8.7,19.0,6.0,2.0,31.6,2.17,0.69,0.11,0.33,0.09,0.4,0.4,285.0,377.0,75.6,5128.0,1284.0,9.0,23.0,39.1,228.0,277.0,82.3,48.0,77.0,62.3,-0.3,7.0,9.0,7.0,1.0,39.0,346.0,31.0,3.0,0.0,56.0,16.0,32.0,15.0,7.0,3.0,1.0,260.0,59.0,58.0,70.0,278.0,11.0,13.0,2.0,0.0,8.0,11.0,16.0,20.0,2.29,16.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,3.0,4.0,3.0,4.0,11.0,36.4,7.0,102.0,28.0,27.5,31.0,42.0,29.0,7.0,0.0,0.0,7.0,4.0,3.0,0.0,453.0,7.0,60.0,171.0,252.0,31.0,420.0,12.0,19.0,63.2,12.0,1.0,339.0,2258.0,1436.0,386.0,331.0,85.8,14.0,10.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,57.0,3.0,6.0,33.3
515,Marc-André ter Stegen,de GER,GK,Barcelona,27,1992,36.0,36.0,3240.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.06,0.06,0.0,0.06,0.0,0.0,0.7,0.0,0.02,0.02,0.0,0.02,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,1419.0,88.1,32389.0,19742.0,11.0,12.0,91.7,714.0,717.0,99.6,525.0,690.0,76.1,1.3,2.0,8.0,2.0,0.0,1.0,1161.0,258.0,39.0,2.0,165.0,28.0,0.0,0.0,0.0,0.0,0.0,914.0,142.0,363.0,296.0,937.0,0.0,0.0,178.0,2.0,19.0,15.0,1.0,6.0,0.17,5.0,1.0,0.0,0.0,0.0,2.0,0.06,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,5.0,2.0,40.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,1493.0,1259.0,1485.0,10.0,0.0,0.0,1237.0,0.0,0.0,0.0,0.0,0.0,929.0,4103.0,2550.0,909.0,906.0,99.7,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0
516,David Timor,es ESP,"MF,DF",Getafe,29,1989,22.0,10.0,943.0,3.0,0.0,0.0,0.0,4.0,0.0,0.29,0.0,0.29,0.29,0.29,0.6,0.6,0.1,0.06,0.01,0.07,0.06,0.07,10.5,19.0,7.0,8.0,36.8,1.81,0.67,0.16,0.43,0.03,2.4,2.4,251.0,404.0,62.1,5933.0,2163.0,11.0,20.0,55.0,151.0,220.0,68.6,89.0,164.0,54.3,-0.1,4.0,44.0,5.0,2.0,56.0,346.0,58.0,39.0,0.0,64.0,41.0,19.0,10.0,3.0,3.0,0.0,117.0,88.0,199.0,283.0,30.0,60.0,6.0,0.0,1.0,13.0,5.0,9.0,17.0,1.62,8.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,6.0,4.0,7.0,0.0,3.0,12.0,25.0,9.0,138.0,38.0,27.5,32.0,89.0,17.0,10.0,3.0,0.0,7.0,20.0,44.0,0.0,508.0,25.0,107.0,302.0,120.0,7.0,447.0,2.0,2.0,100.0,2.0,0.0,166.0,795.0,355.0,220.0,198.0,90.0,6.0,4.0,0.0,20.0,14.0,0.0,0.0,0.0,0.0,166.0,33.0,26.0,55.9
517,Jean-Clair Todibo,fr FRA,DF,Barcelona,19,1999,2.0,1.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,53.0,94.3,1010.0,240.0,1.0,1.0,100.0,37.0,39.0,94.9,12.0,13.0,92.3,0.0,0.0,2.0,0.0,0.0,2.0,52.0,1.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,2.0,3.0,2.0,48.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,3.0,42.9,4.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,4.0,0.0,63.0,13.0,38.0,26.0,0.0,0.0,62.0,0.0,1.0,0.0,0.0,0.0,43.0,292.0,135.0,45.0,44.0,97.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,2.0,33.3
518,Karl Toko Ekambi,cm CMR,FW,Villarreal,26,1992,18.0,11.0,993.0,6.0,2.0,0.0,0.0,0.0,0.0,0.54,0.18,0.73,0.54,0.73,7.0,7.0,1.1,0.64,0.1,0.74,0.64,0.74,11.0,39.0,18.0,0.0,46.2,3.53,1.63,0.15,0.33,0.18,-1.0,-1.0,178.0,230.0,77.4,2939.0,234.0,2.0,11.0,18.2,148.0,187.0,79.1,28.0,32.0,87.5,0.9,8.0,5.0,3.0,1.0,7.0,215.0,15.0,0.0,0.0,51.0,4.0,4.0,0.0,0.0,0.0,0.0,169.0,33.0,28.0,31.0,178.0,12.0,0.0,4.0,0.0,3.0,7.0,9.0,22.0,1.99,15.0,0.0,4.0,2.0,1.0,5.0,0.45,4.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,1.0,3.0,1.0,4.0,25.0,3.0,177.0,56.0,31.6,13.0,86.0,78.0,1.0,0.0,0.0,1.0,3.0,4.0,0.0,347.0,2.0,23.0,167.0,188.0,72.0,332.0,16.0,27.0,59.3,19.0,1.0,252.0,1994.0,1169.0,525.0,276.0,52.6,20.0,17.0,0.0,7.0,7.0,7.0,0.0,1.0,0.0,34.0,7.0,26.0,21.2
519,Raúl de Tomás,es ESP,FW,Espanyol,24,1994,14.0,11.0,1075.0,4.0,0.0,1.0,1.0,5.0,0.0,0.33,0.0,0.33,0.25,0.25,4.0,3.3,0.4,0.34,0.03,0.37,0.27,0.31,11.9,33.0,14.0,3.0,42.4,2.76,1.17,0.09,0.21,0.1,0.0,-0.3,214.0,271.0,79.0,3797.0,674.0,5.0,12.0,41.7,166.0,195.0,85.1,43.0,64.0,67.2,-0.4,6.0,13.0,7.0,1.0,16.0,247.0,24.0,2.0,0.0,77.0,15.0,10.0,0.0,0.0,0.0,0.0,169.0,56.0,46.0,65.0,177.0,9.0,1.0,2.0,0.0,9.0,4.0,6.0,28.0,2.34,10.0,0.0,7.0,3.0,7.0,2.0,0.17,0.0,0.0,0.0,0.0,1.0,1.0,7.0,5.0,3.0,4.0,0.0,1.0,10.0,10.0,9.0,200.0,44.0,22.0,20.0,109.0,71.0,11.0,1.0,0.0,10.0,10.0,5.0,0.0,434.0,3.0,37.0,268.0,163.0,48.0,409.0,31.0,48.0,64.6,33.0,3.0,317.0,1887.0,791.0,602.0,329.0,54.7,35.0,30.0,0.0,23.0,24.0,7.0,1.0,0.0,0.0,46.0,25.0,49.0,33.8
520,Toño,es ESP,DF,Levante,29,1989,20.0,18.0,1589.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.11,0.11,0.0,0.11,0.2,0.2,1.6,0.01,0.09,0.1,0.01,0.1,17.7,3.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.07,-0.2,-0.2,738.0,914.0,80.7,12864.0,5221.0,11.0,41.0,26.8,603.0,663.0,91.0,124.0,210.0,59.0,0.4,18.0,51.0,22.0,10.0,96.0,741.0,173.0,18.0,3.0,158.0,19.0,59.0,1.0,0.0,0.0,0.0,501.0,220.0,193.0,683.0,39.0,31.0,154.0,1.0,3.0,18.0,11.0,33.0,36.0,2.04,30.0,5.0,1.0,0.0,0.0,4.0,0.23,3.0,1.0,0.0,0.0,0.0,0.0,28.0,13.0,20.0,7.0,1.0,13.0,29.0,44.8,16.0,175.0,53.0,30.3,97.0,61.0,17.0,39.0,3.0,0.0,36.0,13.0,45.0,0.0,1104.0,68.0,430.0,497.0,270.0,20.0,934.0,27.0,40.0,67.5,28.0,3.0,698.0,4478.0,2991.0,736.0,651.0,88.5,15.0,16.0,0.0,16.0,20.0,5.0,0.0,0.0,0.0,149.0,15.0,18.0,45.5
521,Ferrán Torres,es ESP,"MF,FW",Valencia,19,2000,34.0,26.0,2251.0,4.0,5.0,0.0,0.0,5.0,0.0,0.16,0.2,0.36,0.16,0.36,3.6,3.6,4.2,0.14,0.17,0.31,0.14,0.31,25.0,33.0,9.0,0.0,27.3,1.32,0.36,0.12,0.44,0.11,0.4,0.4,541.0,752.0,71.9,9121.0,2940.0,8.0,36.0,22.2,456.0,543.0,84.0,77.0,173.0,44.5,0.8,27.0,32.0,41.0,15.0,90.0,721.0,31.0,8.0,2.0,166.0,26.0,90.0,5.0,0.0,4.0,0.0,503.0,114.0,135.0,58.0,627.0,15.0,16.0,6.0,7.0,27.0,13.0,31.0,55.0,2.2,39.0,2.0,11.0,1.0,2.0,8.0,0.32,5.0,0.0,3.0,0.0,0.0,0.0,20.0,15.0,8.0,11.0,1.0,4.0,27.0,14.8,23.0,462.0,95.0,20.6,132.0,236.0,94.0,40.0,4.0,0.0,36.0,14.0,14.0,0.0,1030.0,21.0,165.0,477.0,503.0,71.0,1004.0,56.0,94.0,59.6,62.0,3.0,817.0,5839.0,3543.0,1027.0,779.0,75.9,50.0,45.0,0.0,19.0,39.0,16.0,0.0,0.0,0.0,127.0,39.0,40.0,49.4
522,Óliver Torres,es ESP,"MF,FW",Sevilla,24,1994,28.0,21.0,1596.0,3.0,3.0,0.0,0.0,5.0,0.0,0.17,0.17,0.34,0.17,0.34,1.6,1.6,2.1,0.09,0.12,0.21,0.09,0.21,17.7,16.0,10.0,0.0,62.5,0.9,0.56,0.19,0.3,0.1,1.4,1.4,810.0,994.0,81.5,16210.0,4067.0,20.0,48.0,41.7,591.0,668.0,88.5,199.0,278.0,71.6,0.9,17.0,95.0,26.0,4.0,94.0,965.0,29.0,9.0,5.0,142.0,71.0,42.0,9.0,3.0,1.0,0.0,631.0,160.0,203.0,86.0,858.0,25.0,8.0,10.0,3.0,20.0,11.0,31.0,39.0,2.2,35.0,1.0,2.0,1.0,0.0,6.0,0.34,5.0,1.0,0.0,0.0,0.0,0.0,50.0,31.0,14.0,31.0,5.0,34.0,66.0,51.5,32.0,426.0,117.0,27.5,103.0,206.0,117.0,25.0,2.0,0.0,23.0,11.0,9.0,0.0,1172.0,11.0,172.0,701.0,369.0,40.0,1145.0,22.0,31.0,71.0,22.0,1.0,898.0,4598.0,2346.0,1037.0,899.0,86.7,25.0,36.0,0.0,30.0,19.0,1.0,0.0,0.0,0.0,144.0,9.0,28.0,24.3
